,cost,distance,delivery_time_hours,quantity,transport_mode,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
6125,23.91,16,60,3,Авиа,B2B,Физическое лицо,Бытовая техника,Малая техника,Казань,Санкт-Петербург,Розничный,2023-02-11 07:00:00,2023-02-13 19:00:00,27.0,Зима,Зима
1136,1123.52,607,66,10,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Нижний Новгород,Розничный,2023-02-11 07:04:00,2023-02-14 01:04:00,3.0,Зима,Зима
12707,599.11,386,56,2,Морской,B2C,Физическое лицо,Одежда,Женская,Казань,Екатеринбург,Оптовый,2023-02-11 08:11:00,2023-02-13 16:11:00,0.6,Зима,Зима
9992,440.58,382,18,3,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Оптовый,2023-02-11 08:30:00,2023-02-12 02:30:00,9.15,Зима,Зима
9562,416.69,286,49,7,Авиа,VIP,Физическое лицо,Электроника,Мобильные устройства,Новосибирск,Москва,Розничный,2023-02-11 08:41:00,2023-02-13 09:41:00,1.1900000000000002,Зима,Зима
12976,613.08,318,15,9,Морской,B2C,Физическое лицо,Одежда,Мужская,Сочи,Нижний Новгород,Розничный,2023-02-11 08:58:00,2023-02-11 23:58:00,6.3,Зима,Зима
6102,229.5,119,61,5,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Екатеринбург,Розничный,2023-02-11 09:00:00,2023-02-13 22:00:00,25.0,Зима,Зима
2223,1265.3,980,6,4,Авиа,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Владивосток,Розничный,2023-02-11 10:14:00,2023-02-11 16:14:00,0.052,Зима,Зима
13459,642.82,357,29,6,ЖД,B2C,Физическое лицо,Одежда,Мужская,Казань,Санкт-Петербург,Розничный,2023-02-11 10:22:00,2023-02-12 15:22:00,1.7999999999999998,Зима,Зима
15164,764.78,440,50,3,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Нижний Новгород,Нижний Новгород,Розничный,2023-02-11 10:38:00,2023-02-13 12:38:00,78.9,Зима,Зима
12102,56.99,97,34,3,ЖД,B2C,Физическое лицо,Спорттовары,Тренажеры,Казань,Владивосток,Оптовый,2023-02-11 11:17:00,2023-02-12 21:17:00,78.9,Зима,Зима
15357,78.18,46,49,2,ЖД,B2C,Физическое лицо,Одежда,Унисекс,Москва,Сочи,Розничный,2023-02-11 11:52:00,2023-02-13 12:52:00,0.8,Зима,Зима
6601,256.5,215,38,2,Морской,B2B,Физическое лицо,Электроника,Компьютеры,Новосибирск,Новосибирск,Розничный,2023-02-11 12:44:00,2023-02-13 02:44:00,4.4,Зима,Зима
2890,1359.7,681,4,6,Авиа,VIP,Физическое лицо,Бытовая техника,Малая техника,Сочи,Екатеринбург,Розничный,2023-02-11 15:00:00,2023-02-11 19:00:00,105.0,Зима,Зима
17343,942.44,680,31,9,ЖД,B2C,Физическое лицо,Одежда,Мужская,Сочи,Санкт-Петербург,Розничный,2023-02-11 15:26:00,2023-02-12 22:26:00,2.7,Зима,Зима
12783,602.14,394,60,2,Авиа,B2C,Физическое лицо,Спорттовары,Тренажеры,Казань,Сочи,Розничный,2023-02-11 15:30:00,2023-02-14 03:30:00,52.6,Зима,Зима
6541,253.61,250,6,10,Грузовик,VIP,Физическое лицо,Одежда,Мужская,Казань,Казань,Оптовый,2023-02-11 15:35:00,2023-02-11 21:35:00,7.0,Зима,Зима
17118,920.67,777,55,8,Авиа,B2B,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Сочи,Розничный,2023-02-11 15:43:00,2023-02-13 22:43:00,5.6,Зима,Зима
15419,783.8,932,3,9,ЖД,B2B,Юридическое лицо,Одежда,Унисекс,Москва,Екатеринбург,Розничный,2023-02-11 16:45:00,2023-02-11 19:45:00,3.6,Зима,Зима
3566,1473.66,783,69,4,Авиа,B2C,Физическое лицо,Одежда,Женская,Сочи,Нижний Новгород,Розничный,2023-02-11 17:59:00,2023-02-14 14:59:00,1.32,Зима,Зима
15686,802.68,521,4,2,Авиа,B2B,Юридическое лицо,Одежда,Женская,Казань,Владивосток,Оптовый,2023-02-11 18:07:00,2023-02-11 22:07:00,0.6,Зима,Зима
5229,187.57,134,12,2,Морской,VIP,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Екатеринбург,Розничный,2023-02-11 18:08:00,2023-02-12 06:08:00,140.0,Зима,Зима
15002,752.77,577,11,7,Авиа,B2C,Физическое лицо,Одежда,Унисекс,Москва,Новосибирск,Розничный,2023-02-11 18:20:00,2023-02-12 05:20:00,1.26,Зима,Зима
7265,294.82,210,63,1,Авиа,B2C,Юридическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Нижний Новгород,Розничный,2023-02-11 18:44:00,2023-02-14 09:44:00,9.0,Зима,Зима
17722,975.99,604,40,8,Грузовик,B2C,Физическое лицо,Одежда,Унисекс,Москва,Краснодар,Розничный,2023-02-11 19:39:00,2023-02-13 11:39:00,3.2,Зима,Зима
10272,457.9,571,53,9,ЖД,VIP,Юридическое лицо,Одежда,Унисекс,Нижний Новгород,Краснодар,Розничный,2023-02-11 19:53:00,2023-02-14 00:53:00,5.4,Зима,Зима
1809,1208.99,830,1,4,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Москва,Москва,Розничный,2023-02-11 19:56:00,2023-02-11 20:56:00,20.0,Зима,Зима
140,1011.95,857,51,3,ЖД,B2C,Физическое лицо,Одежда,Мужская,Казань,Новосибирск,Розничный,2023-02-11 20:28:00,2023-02-13 23:28:00,0.8999999999999999,Зима,Зима
610,1063.53,633,28,5,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Сочи,Калининград,Розничный,2023-02-11 23:07:00,2023-02-13 03:07:00,15.25,Зима,Зима
5138,184.32,97,65,4,Грузовик,B2B,Юридическое лицо,Одежда,Мужская,Казань,Калининград,Розничный,2023-02-11 23:36:00,2023-02-14 16:36:00,2.8,Зима,Зима
9188,397.88,389,26,7,ЖД,B2B,Физическое лицо,Электроника,Аксессуары,Новосибирск,Москва,Розничный,2023-02-11 23:57:00,2023-02-13 01:57:00,1.75,Зима,Зима
2663,1323.87,937,25,3,Морской,B2B,Физическое лицо,Одежда,Унисекс,Казань,Владивосток,Розничный,2023-02-12 00:20:00,2023-02-13 01:20:00,0.54,Зима,Зима
742,1078.29,685,47,10,ЖД,B2C,Физическое лицо,Одежда,Женская,Казань,Калининград,Оптовый,2023-02-12 00:32:00,2023-02-13 23:32:00,3.0,Зима,Зима
14434,71.68,66,43,4,Грузовик,B2C,Физическое лицо,Одежда,Женская,Казань,Санкт-Петербург,Оптовый,2023-02-12 00:40:00,2023-02-13 19:40:00,1.32,Зима,Зима
4929,178.58,141,29,1,Морской,B2C,Физическое лицо,Бытовая техника,Крупная техника,Сочи,Санкт-Петербург,Розничный,2023-02-12 01:43:00,2023-02-13 06:43:00,70.0,Зима,Зима
6486,250.14,357,9,6,Авиа,B2C,Физическое лицо,Электроника,Компьютеры,Нижний Новгород,Сочи,Розничный,2023-02-12 02:48:00,2023-02-12 11:48:00,60.0,Зима,Зима
13412,64.87,104,28,6,Авиа,B2C,Юридическое лицо,Одежда,Унисекс,Казань,Нижний Новгород,Оптовый,2023-02-12 03:04:00,2023-02-13 07:04:00,1.08,Зима,Зима
14203,695.23,733,3,7,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Казань,Владивосток,Розничный,2023-02-12 03:08:00,2023-02-12 06:08:00,24.5,Зима,Зима
167,1015.64,779,4,2,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Нижний Новгород,Краснодар,Розничный,2023-02-12 04:24:00,2023-02-12 08:24:00,6.1,Зима,Зима
7285,295.57,179,13,4,Грузовик,B2B,Юридическое лицо,Электроника,Компьютеры,Казань,Екатеринбург,Розничный,2023-02-12 04:57:00,2023-02-12 17:57:00,8.8,Зима,Зима
17805,983.03,787,21,10,Грузовик,B2C,Юридическое лицо,Электроника,Аксессуары,Москва,Москва,Розничный,2023-02-12 06:30:00,2023-02-13 03:30:00,2.5,Зима,Зима
4646,1699.93,882,51,2,Грузовик,B2C,Физическое лицо,Электроника,Компьютеры,Казань,Казань,Оптовый,2023-02-12 06:33:00,2023-02-14 09:33:00,10.0,Зима,Зима
17871,99.26,122,72,4,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Москва,Розничный,2023-02-12 07:37:00,2023-02-15 07:37:00,1.0,Зима,Зима
3665,1492.29,814,65,2,Авиа,B2C,Физическое лицо,Электроника,Мобильные устройства,Москва,Санкт-Петербург,Розничный,2023-02-12 08:41:00,2023-02-15 01:41:00,0.34,Зима,Зима
2113,125.84,96,36,1,Грузовик,B2B,Физическое лицо,Бытовая техника,Крупная техника,Казань,Санкт-Петербург,Оптовый,2023-02-12 08:46:00,2023-02-13 20:46:00,70.0,Зима,Зима
15101,76.33,133,12,3,ЖД,B2C,Физическое лицо,Одежда,Женская,Москва,Санкт-Петербург,Розничный,2023-02-12 09:13:00,2023-02-12 21:13:00,0.99,Зима,Зима
13889,672.74,464,60,6,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Нижний Новгород,Розничный,2023-02-12 09:22:00,2023-02-14 21:22:00,1.98,Зима,Зима
17041,913.83,558,21,4,Морской,B2C,Физическое лицо,Электроника,Компьютеры,Новосибирск,Екатеринбург,Розничный,2023-02-12 09:48:00,2023-02-13 06:48:00,20.0,Зима,Зима
10284,458.75,890,2,3,Морской,B2B,Физическое лицо,Одежда,Женская,Сочи,Екатеринбург,Розничный,2023-02-12 10:54:00,2023-02-12 12:54:00,0.8999999999999999,Зима,Зима
9401,408.33,235,24,5,Авиа,B2B,Физическое лицо,Одежда,Унисекс,Нижний Новгород,Сочи,Розничный,2023-02-12 11:25:00,2023-02-13 11:25:00,3.0,Зима,Зима
5225,187.44,245,8,9,ЖД,B2C,Юридическое лицо,Одежда,Мужская,Москва,Екатеринбург,Розничный,2023-02-12 11:33:00,2023-02-12 19:33:00,6.3,Зима,Зима
12697,598.59,490,47,1,ЖД,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Краснодар,Розничный,2023-02-12 11:54:00,2023-02-14 10:54:00,0.5,Зима,Зима
5934,22.55,19,15,2,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Москва,Калининград,Розничный,2023-02-12 12:02:00,2023-02-13 03:02:00,1.0,Зима,Зима
15725,806.38,466,24,3,Морской,B2C,Физическое лицо,Одежда,Мужская,Москва,Владивосток,Розничный,2023-02-12 12:36:00,2023-02-13 12:36:00,1.5,Зима,Зима
1075,1117.05,629,48,1,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Сочи,Санкт-Петербург,Розничный,2023-02-12 12:57:00,2023-02-14 12:57:00,0.17,Зима,Зима
