cost,distance,delivery_time_hours,quantity,transport_mode,segment,customer_type,category,sub_category,city_x,city_y,store_type,departure_date,arrival_date,total_mass_kg,departure_season,arrival_season
1705.02,917,12,2,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Москва,Розничный,2023-12-07 01:12:00,2023-12-07 13:12:00,18.0,Зима,Зима
1706.5,948,11,5,Авиа,B2C,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Краснодар,Розничный,2023-12-09 19:28:00,2023-12-10 06:28:00,3.0,Зима,Зима
1708.54,868,67,4,Морской,B2C,Юридическое лицо,Одежда,Женская,Санкт-Петербург,Екатеринбург,Розничный,2023-04-28 03:30:00,2023-04-30 22:30:00,1.32,Весна,Весна
171.86,223,21,4,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Новосибирск,Розничный,2023-08-27 21:05:00,2023-08-28 18:05:00,70.0,Лето,Лето
1716.88,980,55,9,ЖД,B2C,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Нижний Новгород,Розничный,2023-06-25 12:09:00,2023-06-27 19:09:00,2.25,Лето,Лето
172.22,107,24,8,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Калининград,Розничный,2023-08-16 16:53:00,2023-08-17 16:53:00,0.104,Лето,Лето
1721.12,898,14,4,Грузовик,B2B,Юридическое лицо,Электроника,Аксессуары,Санкт-Петербург,Владивосток,Розничный,2023-06-13 17:54:00,2023-06-14 07:54:00,0.12,Лето,Лето
1723.94,972,32,10,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Казань,Розничный,2023-01-19 22:03:00,2023-01-21 06:03:00,7.0,Зима,Зима
1726.79,971,28,2,Грузовик,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Новосибирск,Розничный,2023-07-31 22:44:00,2023-08-02 02:44:00,1.4,Лето,Лето
1729.3,931,53,7,Морской,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Казань,Розничный,2023-04-16 02:06:00,2023-04-18 07:06:00,490.0,Весна,Весна
1729.31,865,57,1,Грузовик,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Москва,Розничный,2023-09-17 05:59:00,2023-09-19 14:59:00,60.0,Осень,Осень
173.44,211,54,4,Грузовик,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Владивосток,Розничный,2023-03-28 18:01:00,2023-03-31 00:01:00,2.0,Весна,Весна
1734.14,868,22,2,Грузовик,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Калининград,Розничный,2023-06-03 05:09:00,2023-06-04 03:09:00,0.026,Лето,Лето
1743.93,981,39,9,Авиа,B2B,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Нижний Новгород,Розничный,2023-11-20 23:58:00,2023-11-22 14:58:00,6.3,Осень,Осень
175.1,135,20,6,Морской,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Екатеринбург,Розничный,2023-01-19 05:29:00,2023-01-20 01:29:00,0.18,Зима,Зима
175.67,201,41,2,Грузовик,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Казань,Розничный,2023-11-09 17:35:00,2023-11-11 10:35:00,1.2,Осень,Осень
1752.62,975,67,8,ЖД,B2B,Юридическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Краснодар,Розничный,2023-09-06 20:18:00,2023-09-09 15:18:00,1.36,Осень,Осень
1761.87,915,34,2,Авиа,B2C,Юридическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-08-31 09:27:00,2023-09-01 19:27:00,35.0,Лето,Осень
177.41,213,22,2,Морской,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Москва,Розничный,2023-03-17 09:00:00,2023-03-18 07:00:00,0.8,Весна,Весна
1770.87,919,6,4,Авиа,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Новосибирск,Розничный,2023-04-20 18:01:00,2023-04-21 00:01:00,0.12,Весна,Весна
1777.29,964,8,5,Авиа,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Владивосток,Розничный,2023-02-24 22:16:00,2023-02-25 06:16:00,2.5,Зима,Зима
178.21,175,4,4,ЖД,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Новосибирск,Розничный,2023-03-09 18:26:00,2023-03-09 22:26:00,20.0,Весна,Весна
178.37,323,28,3,ЖД,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Екатеринбург,Розничный,2023-02-04 11:20:00,2023-02-05 15:20:00,0.75,Зима,Зима
178.67,94,63,5,Авиа,B2C,Юридическое лицо,Электроника,Компьютеры,Санкт-Петербург,Казань,Розничный,2023-11-28 11:01:00,2023-12-01 02:01:00,11.0,Осень,Зима
1780.14,992,71,3,Авиа,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Казань,Розничный,2023-04-21 00:17:00,2023-04-23 23:17:00,0.8999999999999999,Весна,Весна
1781.44,946,14,8,ЖД,B2C,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Сочи,Розничный,2023-08-29 04:19:00,2023-08-29 18:19:00,0.24,Лето,Лето
1784.19,997,3,10,ЖД,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Нижний Новгород,Розничный,2023-11-19 20:29:00,2023-11-19 23:29:00,9.8,Осень,Осень
1789.29,901,57,3,ЖД,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Владивосток,Розничный,2023-09-30 05:42:00,2023-10-02 14:42:00,180.0,Осень,Осень
179.57,178,25,6,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Екатеринбург,Розничный,2023-05-27 14:57:00,2023-05-28 15:57:00,1.98,Весна,Весна
179.59,248,50,2,Морской,B2C,Физическое лицо,Одежда,Мужская,Санкт-Петербург,Москва,Розничный,2023-11-12 17:52:00,2023-11-14 19:52:00,0.6,Осень,Осень
1790.35,990,31,1,Морской,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Владивосток,Розничный,2023-02-24 07:26:00,2023-02-25 14:26:00,0.98,Зима,Зима
18.06,15,25,8,Морской,B2C,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Краснодар,Розничный,2023-09-27 08:50:00,2023-09-28 09:50:00,480.0,Осень,Осень
180.24,142,22,1,Морской,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Калининград,Розничный,2023-02-26 07:13:00,2023-02-27 05:13:00,3.5,Зима,Зима
180.97,97,62,7,Морской,B2C,Физическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Казань,Розничный,2023-12-20 09:30:00,2023-12-22 23:30:00,184.1,Зима,Зима
182.32,111,22,5,Авиа,B2B,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Новосибирск,Розничный,2023-05-23 04:56:00,2023-05-24 02:56:00,87.5,Весна,Весна
1823.15,998,26,3,Морской,B2C,Физическое лицо,Одежда,Женская,Санкт-Петербург,Нижний Новгород,Розничный,2023-02-28 04:43:00,2023-03-01 06:43:00,0.8999999999999999,Зима,Весна
183.49,262,54,4,Грузовик,VIP,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Екатеринбург,Розничный,2023-11-09 09:38:00,2023-11-11 15:38:00,1.6,Осень,Осень
1839.8,961,55,3,ЖД,B2C,Юридическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Екатеринбург,Розничный,2023-08-28 21:20:00,2023-08-31 04:20:00,180.0,Лето,Лето
184.2,94,37,7,Морской,B2C,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Краснодар,Розничный,2023-03-26 03:55:00,2023-03-27 16:55:00,1.1900000000000002,Весна,Весна
184.24,277,16,7,Морской,VIP,Физическое лицо,Электроника,Аксессуары,Санкт-Петербург,Владивосток,Розничный,2023-09-23 19:41:00,2023-09-24 11:41:00,1.75,Осень,Осень
184.3,159,14,1,ЖД,B2B,Физическое лицо,Бытовая техника,Крупная техника,Санкт-Петербург,Владивосток,Розничный,2023-02-21 03:32:00,2023-02-21 17:32:00,70.0,Зима,Зима
185.38,151,19,4,Авиа,B2C,Физическое лицо,Бытовая техника,Малая техника,Санкт-Петербург,Казань,Розничный,2023-04-04 08:39:00,2023-04-05 03:39:00,70.0,Весна,Весна
185.81,220,4,4,Морской,B2B,Физическое лицо,Электроника,Мобильные устройства,Санкт-Петербург,Екатеринбург,Розничный,2023-03-15 13:11:00,2023-03-15 17:11:00,0.68,Весна,Весна
185.86,250,46,3,Авиа,B2B,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Калининград,Розничный,2023-09-27 04:03:00,2023-09-29 02:03:00,1.2000000000000002,Осень,Осень
1853.56,984,56,4,Грузовик,B2C,Юридическое лицо,Одежда,Унисекс,Санкт-Петербург,Краснодар,Розничный,2023-09-11 12:33:00,2023-09-13 20:33:00,0.72,Осень,Осень
1853.59,978,57,7,Морской,B2C,Физическое лицо,Одежда,Унисекс,Санкт-Петербург,Нижний Новгород,Розничный,2023-04-03 18:00:00,2023-04-06 03:00:00,1.26,Весна,Весна
186.08,238,59,2,ЖД,B2B,Юридическое лицо,Спорттовары,Тренажеры,Санкт-Петербург,Новосибирск,Розничный,2023-09-11 04:49:00,2023-09-13 15:49:00,52.6,Осень,Осень
